page_start	page_end	method	text_extracted_yes_no	ocr_used_yes_no	confidence	notable_terms	notes
1418	1418	pdftotext -layout	yes	no	high		form_feed_split
1419	1419	pdftotext -layout	yes	no	high		form_feed_split
1420	1420	pdftotext -layout	yes	no	high	Ehud Barak; Jean-Luc Brunel; Bill Clinton; Alan Dershowitz; Prince Andrew; Virginia Giuffre	form_feed_split
1421	1421	pdftotext -layout	yes	no	high		form_feed_split
1422	1422	pdftotext -layout	yes	no	high		form_feed_split
1423	1423	pdftotext -layout	yes	no	high		form_feed_split
1424	1424	pdftotext -layout	yes	no	high		form_feed_split
1425	1425	pdftotext -layout	yes	no	high	Ghislaine Maxwell; Ehud Barak; Jean-Luc Brunel	form_feed_split
1426	1426	pdftotext -layout	yes	no	high		form_feed_split
1427	1427	pdftotext -layout	yes	no	high		form_feed_split
1428	1428	pdftotext -layout	yes	no	high		form_feed_split
1429	1429	pdftotext -layout	yes	no	high		form_feed_split
1430	1430	pdftotext -layout	yes	no	high	Ehud Barak; Bill Gates	form_feed_split
1431	1431	pdftotext -layout	yes	no	high		form_feed_split
1432	1432	pdftotext -layout	yes	no	high		form_feed_split
1433	1433	pdftotext -layout	yes	no	high		form_feed_split
1434	1434	pdftotext -layout	yes	no	high	Ghislaine Maxwell; TerraMar	form_feed_split
1435	1435	pdftotext -layout	yes	no	high	Virginia Giuffre	form_feed_split
1436	1436	pdftotext -layout	yes	no	high	Sarah Kellen; Maria Farmer; Jennifer Araoz; Courtney Wild	form_feed_split
1437	1437	pdftotext -layout	yes	no	high		form_feed_split
1438	1438	pdftotext -layout	yes	no	high	Ghislaine Maxwell; Jean-Luc Brunel; Sarah Kellen	form_feed_split
1439	1439	pdftotext -layout	yes	no	high	Ehud Barak; Leon Black; Bill Clinton; Prince Andrew; Glenn Dubin	form_feed_split
1440	1440	pdftotext -layout	yes	no	high	Alan Dershowitz; Alexander Acosta	form_feed_split
1441	1441	pdftotext -layout	yes	no	high		form_feed_split
1442	1442	pdftotext -layout	yes	no	high		form_feed_split
1443	1443	pdftotext -layout	yes	no	high		form_feed_split
1444	1444	pdftotext -layout	yes	no	high		form_feed_split
1445	1445	pdftotext -layout	yes	no	high		form_feed_split
1446	1446	pdftotext -layout	yes	no	high		form_feed_split
1447	1447	pdftotext -layout	yes	no	high		form_feed_split
1448	1448	pdftotext -layout	yes	no	high	Ghislaine Maxwell; Sarah Kellen; Lesley Groff	form_feed_split
1449	1449	pdftotext -layout	yes	no	high	Ehud Barak; Bill Clinton; Alan Dershowitz; Bill Gates; Prince Andrew; Glenn Dubin	form_feed_split
1450	1450	pdftotext -layout	yes	no	high	Leon Black	form_feed_split
1451	1451	pdftotext -layout	yes	no	high	Jean-Luc Brunel	form_feed_split
1452	1452	pdftotext -layout	yes	no	high		form_feed_split
1453	1453	pdftotext -layout	yes	no	high	TerraMar	form_feed_split
1454	1454	pdftotext -layout	yes	no	high		form_feed_split
1455	1455	pdftotext -layout	yes	no	high		form_feed_split
1456	1456	pdftotext -layout	yes	no	high		form_feed_split
1457	1457	pdftotext -layout	yes	no	high	Sarah Kellen; Lesley Groff	form_feed_split
1458	1458	pdftotext -layout	yes	no	high		form_feed_split
1459	1459	pdftotext -layout	yes	no	high	Leon Black; Glenn Dubin	form_feed_split
1460	1460	pdftotext -layout	yes	no	high	Alan Dershowitz; Tom Pritzker	form_feed_split
1461	1461	pdftotext -layout	yes	no	high	TerraMar	form_feed_split
1462	1462	pdftotext -layout	yes	no	high		form_feed_split
1463	1463	pdftotext -layout	yes	no	high		form_feed_split
1464	1464	pdftotext -layout	yes	no	high		form_feed_split
1465	1465	pdftotext -layout	yes	no	high		form_feed_split
1466	1466	pdftotext -layout	yes	no	high	Bill Clinton; Donald Trump	form_feed_split
1467	1467	pdftotext -layout	yes	no	high	Ehud Barak; Prince Andrew; George Mitchell; Bill Richardson	form_feed_split
1468	1468	pdftotext -layout	yes	no	high	Jean-Luc Brunel; Alexander Acosta	form_feed_split
1469	1469	pdftotext -layout	yes	no	high	Ghislaine Maxwell	form_feed_split
1470	1470	pdftotext -layout	yes	no	high		form_feed_split
1471	1471	pdftotext -layout	yes	no	high		form_feed_split
1472	1472	pdftotext -layout	yes	no	high	Ehud Barak; Bill Clinton; Alan Dershowitz; Prince Andrew; Glenn Dubin	form_feed_split
1473	1473	pdftotext -layout	yes	no	high	Ghislaine Maxwell; Jean-Luc Brunel	form_feed_split
1474	1474	pdftotext -layout	yes	no	high	Bill Gates	form_feed_split
1475	1475	pdftotext -layout	yes	no	high		form_feed_split
1476	1476	pdftotext -layout	yes	no	high		form_feed_split
1477	1477	pdftotext -layout	yes	no	high		form_feed_split
1478	1478	pdftotext -layout	yes	no	high	Virginia Giuffre; Maria Farmer	form_feed_split
1479	1479	pdftotext -layout	yes	no	high	Jennifer Araoz; Courtney Wild	form_feed_split
1480	1480	pdftotext -layout	yes	no	high		form_feed_split
1481	1481	pdftotext -layout	yes	no	high	Sarah Kellen	form_feed_split
1482	1482	pdftotext -layout	yes	no	high		form_feed_split
1483	1483	pdftotext -layout	yes	no	high		form_feed_split
1484	1484	pdftotext -layout	yes	no	high		form_feed_split
1485	1485	pdftotext -layout	yes	no	high		form_feed_split
1486	1486	pdftotext -layout	yes	no	high		form_feed_split
1487	1487	pdftotext -layout	yes	no	high		form_feed_split
1488	1488	pdftotext -layout	yes	no	high		form_feed_split
1489	1489	pdftotext -layout	yes	no	high		form_feed_split
1490	1490	pdftotext -layout	yes	no	high		form_feed_split
1491	1491	pdftotext -layout	yes	no	high		form_feed_split
1492	1492	pdftotext -layout	yes	no	high		form_feed_split
1493	1493	pdftotext -layout	yes	no	high	Darren Indyke	form_feed_split
1494	1494	pdftotext -layout	yes	no	high	Jean-Luc Brunel; Glenn Dubin; MC2	form_feed_split
1495	1495	pdftotext -layout	yes	no	high	Ehud Barak; Jean-Luc Brunel; Bill Clinton; Donald Trump; Alan Dershowitz; Prince Andrew; Ken Starr; Virginia Giuffre	form_feed_split
1496	1496	pdftotext -layout	yes	no	high	Ghislaine Maxwell; Prince Andrew; Virginia Giuffre; NSO Group; Carbyne911; Carbyne; Black Cube	form_feed_split
1497	1497	pdftotext -layout	yes	no	high	Prince Andrew; Maria Farmer; Carbyne911; Carbyne	form_feed_split
1498	1498	pdftotext -layout	yes	no	high	Jennifer Araoz; Courtney Wild	form_feed_split
1499	1499	pdftotext -layout	yes	no	high	Prince Andrew; Virginia Giuffre; Maria Farmer; Jennifer Araoz; Courtney Wild; Carbyne911; Carbyne	form_feed_split
1500	1500	pdftotext -layout	yes	no	high	Ghislaine Maxwell; Maria Farmer	form_feed_split
1501	1501	pdftotext -layout	yes	no	high	Jean-Luc Brunel; Alan Dershowitz; Prince Andrew; Sarah Kellen; Virginia Giuffre	form_feed_split
1502	1502	pdftotext -layout	yes	no	high	Ehud Barak; Bill Clinton; Donald Trump; George Mitchell; Bill Richardson	form_feed_split
1503	1503	pdftotext -layout	yes	no	high	Leon Black; Bill Gates; Glenn Dubin; Larry Summers; Tom Pritzker	form_feed_split
1504	1504	pdftotext -layout	yes	no	high		form_feed_split
1505	1505	pdftotext -layout	yes	no	high	Ken Starr	form_feed_split
1506	1506	pdftotext -layout	yes	no	high	MC2; NSO Group; Carbyne911; Carbyne	form_feed_split
1507	1507	pdftotext -layout	yes	no	high	Virginia Giuffre	form_feed_split
1508	1508	pdftotext -layout	yes	no	high	Ghislaine Maxwell; Jean-Luc Brunel; Bill Clinton; Donald Trump; Alan Dershowitz; Prince Andrew; Glenn Dubin; George Mitchell; Bill Richardson; Maria Farmer	form_feed_split
1509	1509	pdftotext -layout	yes	no	high	Ghislaine Maxwell; Jean-Luc Brunel; Bill Clinton; Prince Andrew	form_feed_split
1510	1510	pdftotext -layout	yes	no	high	Ghislaine Maxwell; Leon Black; Jean-Luc Brunel; Bill Clinton; Alan Dershowitz; Prince Andrew; Glenn Dubin	form_feed_split
1511	1511	pdftotext -layout	yes	no	high	Ehud Barak; Jean-Luc Brunel; Donald Trump; Glenn Dubin; Bill Richardson	form_feed_split
1512	1512	pdftotext -layout	yes	no	high	Ghislaine Maxwell; Sarah Kellen	form_feed_split
1513	1513	pdftotext -layout	yes	no	high	Ghislaine Maxwell; Jean-Luc Brunel; Sarah Kellen; MC2	form_feed_split
1514	1514	pdftotext -layout	yes	no	high	Leon Black; Jean-Luc Brunel; Bill Clinton; Glenn Dubin; MC2	form_feed_split
1515	1515	pdftotext -layout	yes	no	high		form_feed_split
1516	1516	pdftotext -layout	yes	no	high	Ghislaine Maxwell; Jean-Luc Brunel; Prince Andrew; Glenn Dubin; MC2	form_feed_split
1517	1517	pdftotext -layout	yes	no	high	Leon Black; Bill Clinton; Donald Trump; Alan Dershowitz; Bill Richardson; Sarah Kellen	form_feed_split
1518	1518	pdftotext -layout	yes	no	high	Ehud Barak	form_feed_split
1519	1519	pdftotext -layout	yes	no	high		form_feed_split
1520	1520	pdftotext -layout	yes	no	high	Ehud Barak; Jean-Luc Brunel; MC2; Carbyne911; Carbyne	form_feed_split
1521	1521	pdftotext -layout	yes	no	high	Ghislaine Maxwell	form_feed_split
1522	1522	pdftotext -layout	yes	no	high	Leon Black; Bill Gates; Glenn Dubin	form_feed_split
1523	1523	pdftotext -layout	yes	no	high	Bill Clinton; Donald Trump; Alan Dershowitz; Prince Andrew; Bill Richardson; Virginia Giuffre	form_feed_split
1524	1524	pdftotext -layout	yes	no	high	Sarah Kellen	form_feed_split
1525	1525	pdftotext -layout	yes	no	high		form_feed_split
1526	1526	pdftotext -layout	yes	no	high	Ghislaine Maxwell; Jean-Luc Brunel; MC2	form_feed_split
1527	1527	pdftotext -layout	yes	no	high	Sarah Kellen	form_feed_split
1528	1528	pdftotext -layout	yes	no	high		form_feed_split
1529	1529	pdftotext -layout	yes	no	high		form_feed_split
1530	1530	pdftotext -layout	yes	no	high		form_feed_split
1531	1531	pdftotext -layout	yes	no	high		form_feed_split
1532	1532	pdftotext -layout	yes	no	high		form_feed_split
1533	1533	pdftotext -layout	yes	no	high		form_feed_split
1534	1534	pdftotext -layout	yes	no	high	Ghislaine Maxwell; Jean-Luc Brunel; Sarah Kellen; MC2	form_feed_split
1535	1535	pdftotext -layout	yes	no	high	Ghislaine Maxwell	form_feed_split
1536	1536	pdftotext -layout	yes	no	high	Ghislaine Maxwell	form_feed_split
1537	1537	pdftotext -layout	yes	no	high	Ehud Barak; Leon Black; Darren Indyke	form_feed_split
1538	1538	pdftotext -layout	yes	no	high	Ghislaine Maxwell; Sarah Kellen; Ken Starr; Alexander Acosta	form_feed_split
1539	1539	pdftotext -layout	yes	no	high	Alan Dershowitz; TerraMar	form_feed_split
1540	1540	pdftotext -layout	yes	no	high		form_feed_split
1541	1541	pdftotext -layout	yes	no	high		form_feed_split
1542	1542	pdftotext -layout	yes	no	high		form_feed_split
1543	1543	pdftotext -layout	yes	no	high		form_feed_split
1544	1544	pdftotext -layout	yes	no	high		form_feed_split
1545	1545	pdftotext -layout	yes	no	high	Virginia Giuffre; Maria Farmer	form_feed_split
1546	1546	pdftotext -layout	yes	no	high	Financial Trust	form_feed_split
1547	1547	pdftotext -layout	yes	no	high		form_feed_split
1548	1548	pdftotext -layout	yes	no	high		form_feed_split
1549	1549	pdftotext -layout	yes	no	high	Southern Trust	form_feed_split
1550	1550	pdftotext -layout	yes	no	high	Ehud Barak; Jean-Luc Brunel; Bill Clinton; Donald Trump; Alan Dershowitz; Bill Gates; Prince Andrew; Glenn Dubin; George Mitchell	form_feed_split
1551	1551	pdftotext -layout	yes	no	high	Ghislaine Maxwell; Sarah Kellen; Darren Indyke	form_feed_split
1552	1552	pdftotext -layout	yes	no	high	Ghislaine Maxwell; Glenn Dubin	form_feed_split
1553	1553	pdftotext -layout	yes	no	high	Ehud Barak; Jean-Luc Brunel; Bill Clinton; Donald Trump; Bill Gates; Sarah Kellen; Darren Indyke	form_feed_split
1554	1554	pdftotext -layout	yes	no	high	Leon Black; Alan Dershowitz; Prince Andrew; Glenn Dubin; Virginia Giuffre; Maria Farmer	form_feed_split
1555	1555	pdftotext -layout	yes	no	high	MC2	form_feed_split
1556	1556	pdftotext -layout	yes	no	high	Leon Black; Glenn Dubin; Southern Trust; Financial Trust	form_feed_split
1557	1557	pdftotext -layout	yes	no	high	Ken Starr	form_feed_split
1558	1558	pdftotext -layout	yes	no	high		form_feed_split
1559	1559	pdftotext -layout	yes	no	high		form_feed_split
1560	1560	pdftotext -layout	yes	no	high		form_feed_split
1561	1561	pdftotext -layout	yes	no	high		form_feed_split
1562	1562	pdftotext -layout	yes	no	high	Leon Black; Glenn Dubin; Southern Trust	form_feed_split
1563	1563	pdftotext -layout	yes	no	high	Ghislaine Maxwell; Ehud Barak; Leon Black; Jean-Luc Brunel; Bill Clinton; Prince Andrew; Glenn Dubin	form_feed_split
1564	1564	pdftotext -layout	yes	no	high		form_feed_split
1565	1565	pdftotext -layout	yes	no	high	Ehud Barak; Jean-Luc Brunel	form_feed_split
1566	1566	pdftotext -layout	yes	no	high		form_feed_split
1567	1567	pdftotext -layout	yes	no	high	MC2; Carbyne911; Carbyne; Southern Trust	form_feed_split
1568	1568	pdftotext -layout	yes	no	high	Virginia Giuffre; Maria Farmer	form_feed_split
1569	1569	pdftotext -layout	yes	no	high		form_feed_split
1570	1570	pdftotext -layout	yes	no	high		form_feed_split
1571	1571	pdftotext -layout	yes	no	high	Ehud Barak; Jean-Luc Brunel; Prince Andrew; MC2	form_feed_split
1572	1572	pdftotext -layout	yes	no	high	Southern Trust	form_feed_split
1573	1573	pdftotext -layout	yes	no	high	Ghislaine Maxwell; Alan Dershowitz; Glenn Dubin; Sarah Kellen; MC2; Carbyne911; Carbyne	form_feed_split
1574	1574	pdftotext -layout	yes	no	high	NSO Group; Carbyne911; Carbyne; Black Cube	form_feed_split
1575	1575	pdftotext -layout	yes	no	high	Virginia Giuffre	form_feed_split
1576	1576	pdftotext -layout	yes	no	high	Ghislaine Maxwell; Ehud Barak; Jean-Luc Brunel; Prince Andrew; Virginia Giuffre; MC2	form_feed_split
1577	1577	pdftotext -layout	yes	no	high		form_feed_split
1578	1578	pdftotext -layout	yes	no	high	Virginia Giuffre; MC2; Carbyne911; Carbyne; Southern Trust	form_feed_split
1579	1579	pdftotext -layout	yes	no	high	Ghislaine Maxwell; Alan Dershowitz; Glenn Dubin; Sarah Kellen; Virginia Giuffre	form_feed_split
1580	1580	pdftotext -layout	yes	no	high	NSO Group; Carbyne911; Carbyne; Black Cube	form_feed_split
1581	1581	pdftotext -layout	yes	no	high	Ghislaine Maxwell; Sarah Kellen; Lesley Groff; Darren Indyke	form_feed_split
1582	1582	pdftotext -layout	yes	no	high	Ehud Barak; Leon Black; Jean-Luc Brunel; Bill Clinton; Donald Trump; Prince Andrew; Glenn Dubin; George Mitchell; Bill Richardson; MC2; Southern Trust	form_feed_split
1583	1583	pdftotext -layout	yes	no	high	TerraMar	form_feed_split
1584	1584	pdftotext -layout	yes	no	high		form_feed_split
1585	1585	pdftotext -layout	yes	no	high	Leon Black	form_feed_split
1586	1586	pdftotext -layout	yes	no	high	Alan Dershowitz; TerraMar	form_feed_split
1587	1587	pdftotext -layout	yes	no	high		form_feed_split
1588	1588	pdftotext -layout	yes	no	high	Ehud Barak; Bill Clinton; Donald Trump; Prince Andrew; George Mitchell; Bill Richardson; Alexander Acosta	form_feed_split
1589	1589	pdftotext -layout	yes	no	high	Ghislaine Maxwell	form_feed_split
1590	1590	pdftotext -layout	yes	no	high	Virginia Giuffre; Maria Farmer; Jennifer Araoz	form_feed_split
1591	1591	pdftotext -layout	yes	no	high		form_feed_split
1592	1592	pdftotext -layout	yes	no	high		form_feed_split
1593	1593	pdftotext -layout	yes	no	high		form_feed_split
1594	1594	pdftotext -layout	yes	no	high		form_feed_split
1595	1595	pdftotext -layout	yes	no	high		form_feed_split
1596	1596	pdftotext -layout	yes	no	high	Ghislaine Maxwell; Ehud Barak; Jean-Luc Brunel; Prince Andrew; Glenn Dubin; Sarah Kellen; Darren Indyke	form_feed_split
1597	1597	pdftotext -layout	yes	no	high	Leon Black; Bill Clinton; Alan Dershowitz; Glenn Dubin; Larry Summers	form_feed_split
1598	1598	pdftotext -layout	yes	no	high	Ehud Barak; Jean-Luc Brunel; Prince Andrew	form_feed_split
1599	1599	pdftotext -layout	yes	no	high		form_feed_split
1600	1600	pdftotext -layout	yes	no	high	Alan Dershowitz	form_feed_split
1601	1601	pdftotext -layout	yes	no	high	Leon Black; George Mitchell; Bill Richardson	form_feed_split
1602	1602	pdftotext -layout	yes	no	high		form_feed_split
1603	1603	pdftotext -layout	yes	no	high		form_feed_split
1604	1604	pdftotext -layout	yes	no	high	TerraMar	form_feed_split
1605	1605	pdftotext -layout	yes	no	high	Jean-Luc Brunel; MC2	form_feed_split
1606	1606	pdftotext -layout	yes	no	high	Alan Dershowitz	form_feed_split
1607	1607	pdftotext -layout	yes	no	high		form_feed_split
1608	1608	pdftotext -layout	yes	no	high		form_feed_split
1609	1609	pdftotext -layout	yes	no	high		form_feed_split
1610	1610	pdftotext -layout	yes	no	high	Alan Dershowitz; Prince Andrew	form_feed_split
1611	1611	pdftotext -layout	yes	no	high	Leslie Wexner; Ehud Barak; Leon Black; Jean-Luc Brunel; Bill Clinton; Donald Trump; Glenn Dubin; Sarah Kellen	form_feed_split
1612	1612	pdftotext -layout	yes	no	high	Virginia Giuffre	form_feed_split
1613	1613	pdftotext -layout	yes	no	high	Larry Summers	form_feed_split
1614	1614	pdftotext -layout	yes	no	high		form_feed_split
1615	1615	pdftotext -layout	yes	no	high	Ghislaine Maxwell; Ehud Barak; Jean-Luc Brunel; Bill Clinton; Prince Andrew; George Mitchell; Sarah Kellen; Virginia Giuffre; Maria Farmer	form_feed_split
1616	1616	pdftotext -layout	yes	no	high	Leslie Wexner; Leon Black; Bill Gates; Larry Summers	form_feed_split
1617	1617	pdftotext -layout	yes	no	high		form_feed_split
1618	1618	pdftotext -layout	yes	no	high	Bill Clinton; Donald Trump	form_feed_split
1619	1619	pdftotext -layout	yes	no	high	Ehud Barak; Alan Dershowitz; Prince Andrew	form_feed_split
1620	1620	pdftotext -layout	yes	no	high	Leon Black; Glenn Dubin	form_feed_split
1621	1621	pdftotext -layout	yes	no	high	Maria Farmer; Jennifer Araoz	form_feed_split
1622	1622	pdftotext -layout	yes	no	high		form_feed_split
1623	1623	pdftotext -layout	yes	no	high	Courtney Wild	form_feed_split
1624	1624	pdftotext -layout	yes	no	high	Sarah Kellen	form_feed_split
1625	1625	pdftotext -layout	yes	no	high	Ehud Barak; Southern Trust; Financial Trust; TerraMar	form_feed_split
1626	1626	pdftotext -layout	yes	no	high	Ghislaine Maxwell; Bill Gates	form_feed_split
1627	1627	pdftotext -layout	yes	no	high		form_feed_split
1628	1628	pdftotext -layout	yes	no	high	Sarah Kellen	form_feed_split
1629	1629	pdftotext -layout	yes	no	high	Ghislaine Maxwell	form_feed_split
1630	1630	pdftotext -layout	yes	no	high	Donald Trump	form_feed_split
1631	1631	pdftotext -layout	yes	no	high	Maria Farmer; Jennifer Araoz	form_feed_split
1632	1632	pdftotext -layout	yes	no	high	Leon Black; Larry Summers	form_feed_split
1633	1633	pdftotext -layout	yes	no	high	Maria Farmer	form_feed_split
1634	1634	pdftotext -layout	yes	no	high	NSO Group; Carbyne911; Carbyne	form_feed_split
1635	1635	pdftotext -layout	yes	no	high	Prince Andrew; Virginia Giuffre; MC2	form_feed_split
1636	1636	pdftotext -layout	yes	no	high		form_feed_split
1637	1637	pdftotext -layout	yes	no	high	Sarah Kellen; Southern Trust	form_feed_split
1638	1638	pdftotext -layout	yes	no	high	TerraMar	form_feed_split
1639	1639	pdftotext -layout	yes	no	high		form_feed_split
